timestep,policy_id,gt_policy_id,confidence,entropy,prob_policy_0,prob_policy_1
0.000000,0,0,0.997937,0.014817,0.997937,0.002063
0.033333,0,0,0.997937,0.014817,0.997937,0.002063
0.066667,0,0,0.997937,0.014817,0.997937,0.002063
0.100000,0,0,0.997937,0.014817,0.997937,0.002063
0.133333,0,0,0.997937,0.014817,0.997937,0.002063
0.166667,0,0,0.997937,0.014817,0.997937,0.002063
0.200000,0,0,0.997937,0.014817,0.997937,0.002063
0.233333,0,0,0.997937,0.014817,0.997937,0.002063
0.266667,0,0,0.998504,0.011223,0.998504,0.001496
0.300000,0,0,0.998504,0.011223,0.998504,0.001496
0.333333,0,0,0.998504,0.011223,0.998504,0.001496
0.366667,0,0,0.998504,0.011223,0.998504,0.001496
0.400000,0,0,0.998504,0.011223,0.998504,0.001496
0.433333,0,0,0.998504,0.011223,0.998504,0.001496
0.466667,0,0,0.998504,0.011223,0.998504,0.001496
0.500000,0,0,0.998504,0.011223,0.998504,0.001496
0.533333,0,0,0.999519,0.004156,0.999519,0.000481
0.566667,0,0,0.999519,0.004156,0.999519,0.000481
0.600000,0,0,0.999519,0.004156,0.999519,0.000481
0.633333,0,0,0.999519,0.004156,0.999519,0.000481
0.666667,0,0,0.999519,0.004156,0.999519,0.000481
0.700000,0,0,0.999519,0.004156,0.999519,0.000481
0.733333,0,0,0.999519,0.004156,0.999519,0.000481
0.766667,0,0,0.999519,0.004156,0.999519,0.000481
0.800000,0,0,0.999983,0.000203,0.999983,0.000017
0.833333,0,0,0.999983,0.000203,0.999983,0.000017
0.866667,0,0,0.999983,0.000203,0.999983,0.000017
0.900000,0,0,0.999983,0.000203,0.999983,0.000017
0.933333,0,0,0.999983,0.000203,0.999983,0.000017
0.966667,0,0,0.999983,0.000203,0.999983,0.000017
1.000000,0,0,0.999983,0.000203,0.999983,0.000017
1.033333,0,0,0.999983,0.000203,0.999983,0.000017
1.066667,0,0,0.999999,0.000014,0.999999,0.000001
1.100000,0,0,0.999999,0.000014,0.999999,0.000001
1.133333,0,0,0.999999,0.000014,0.999999,0.000001
1.166667,0,0,0.999999,0.000014,0.999999,0.000001
1.200000,0,0,0.999999,0.000014,0.999999,0.000001
1.233333,0,0,0.999999,0.000014,0.999999,0.000001
1.266667,0,0,0.999999,0.000014,0.999999,0.000001
1.300000,0,0,0.999999,0.000014,0.999999,0.000001
1.333333,0,0,0.999992,0.000103,0.999992,0.000008
1.366667,0,0,0.999992,0.000103,0.999992,0.000008
1.400000,0,0,0.999992,0.000103,0.999992,0.000008
1.433333,0,0,0.999992,0.000103,0.999992,0.000008
1.466667,0,0,0.999992,0.000103,0.999992,0.000008
1.500000,0,0,0.999992,0.000103,0.999992,0.000008
1.533333,0,0,0.999992,0.000103,0.999992,0.000008
1.566667,0,0,0.999992,0.000103,0.999992,0.000008
1.600000,0,0,0.999986,0.000174,0.999986,0.000014
1.633333,0,0,0.999986,0.000174,0.999986,0.000014
1.666667,0,0,0.999986,0.000174,0.999986,0.000014
1.700000,0,0,0.999986,0.000174,0.999986,0.000014
1.733333,0,0,0.999986,0.000174,0.999986,0.000014
1.766667,0,0,0.999986,0.000174,0.999986,0.000014
1.800000,0,0,0.999986,0.000174,0.999986,0.000014
1.833333,0,0,0.999986,0.000174,0.999986,0.000014
1.866667,0,0,0.999957,0.000478,0.999957,0.000043
1.900000,0,0,0.999957,0.000478,0.999957,0.000043
1.933333,0,0,0.999957,0.000478,0.999957,0.000043
1.966667,0,0,0.999957,0.000478,0.999957,0.000043
2.000000,0,0,0.999957,0.000478,0.999957,0.000043
2.033333,0,0,0.999957,0.000478,0.999957,0.000043
2.066667,0,0,0.999957,0.000478,0.999957,0.000043
2.100000,0,0,0.999957,0.000478,0.999957,0.000043
2.133333,0,0,0.999719,0.002577,0.999719,0.000281
2.166667,0,0,0.999719,0.002577,0.999719,0.000281
2.200000,0,0,0.999719,0.002577,0.999719,0.000281
2.233333,0,0,0.999719,0.002577,0.999719,0.000281
2.266667,0,0,0.999719,0.002577,0.999719,0.000281
2.300000,0,0,0.999719,0.002577,0.999719,0.000281
2.333333,0,0,0.999719,0.002577,0.999719,0.000281
2.366667,0,0,0.999719,0.002577,0.999719,0.000281
2.400000,0,0,0.999750,0.002327,0.999750,0.000250
2.433333,0,0,0.999750,0.002327,0.999750,0.000250
2.466667,0,0,0.999750,0.002327,0.999750,0.000250
2.500000,0,0,0.999750,0.002327,0.999750,0.000250
2.533333,0,0,0.999750,0.002327,0.999750,0.000250
2.566667,0,0,0.999750,0.002327,0.999750,0.000250
2.600000,0,0,0.999750,0.002327,0.999750,0.000250
2.633333,0,0,0.999750,0.002327,0.999750,0.000250
2.666667,0,0,0.595058,0.674965,0.595058,0.404942
2.700000,0,0,0.595058,0.674965,0.595058,0.404942
2.733333,0,1,0.595058,0.674965,0.595058,0.404942
2.766667,0,1,0.595058,0.674965,0.595058,0.404942
2.800000,0,1,0.595058,0.674965,0.595058,0.404942
2.833333,0,1,0.595058,0.674965,0.595058,0.404942
2.866667,0,1,0.595058,0.674965,0.595058,0.404942
2.900000,0,1,0.595058,0.674965,0.595058,0.404942
2.933333,0,1,0.645788,0.650015,0.354212,0.645788
2.966667,0,1,0.645788,0.650015,0.354212,0.645788
3.000000,0,1,0.645788,0.650015,0.354212,0.645788
3.033333,0,1,0.645788,0.650015,0.354212,0.645788
3.066667,0,1,0.645788,0.650015,0.354212,0.645788
3.100000,0,1,0.645788,0.650015,0.354212,0.645788
3.133333,0,1,0.645788,0.650015,0.354212,0.645788
3.166667,0,1,0.645788,0.650015,0.354212,0.645788
3.200000,0,1,0.644086,0.651031,0.355914,0.644086
3.233333,0,1,0.644086,0.651031,0.355914,0.644086
3.266667,0,1,0.644086,0.651031,0.355914,0.644086
3.300000,0,1,0.644086,0.651031,0.355914,0.644086
3.333333,0,1,0.644086,0.651031,0.355914,0.644086
3.366667,0,1,0.644086,0.651031,0.355914,0.644086
3.400000,0,1,0.644086,0.651031,0.355914,0.644086
3.433333,0,1,0.644086,0.651031,0.355914,0.644086
3.466667,1,1,0.902550,0.319444,0.097450,0.902550
3.500000,1,1,0.902550,0.319444,0.097450,0.902550
3.533333,1,1,0.902550,0.319444,0.097450,0.902550
3.566667,1,1,0.902550,0.319444,0.097450,0.902550
3.600000,1,1,0.902550,0.319444,0.097450,0.902550
3.633333,1,1,0.902550,0.319444,0.097450,0.902550
3.666667,1,1,0.902550,0.319444,0.097450,0.902550
3.700000,1,1,0.902550,0.319444,0.097450,0.902550
3.733333,1,1,0.999315,0.005675,0.000685,0.999315
3.766667,1,1,0.999315,0.005675,0.000685,0.999315
3.800000,1,1,0.999315,0.005675,0.000685,0.999315
3.833333,1,1,0.999315,0.005675,0.000685,0.999315
3.866667,1,1,0.999315,0.005675,0.000685,0.999315
3.900000,1,1,0.999315,0.005675,0.000685,0.999315
3.933333,1,1,0.999315,0.005675,0.000685,0.999315
3.966667,1,1,0.999315,0.005675,0.000685,0.999315
4.000000,1,1,0.999988,0.000153,0.000012,0.999988
4.033333,1,1,0.999988,0.000153,0.000012,0.999988
4.066667,1,1,0.999988,0.000153,0.000012,0.999988
4.100000,1,1,0.999988,0.000153,0.000012,0.999988
4.133333,1,1,0.999988,0.000153,0.000012,0.999988
4.166667,1,1,0.999988,0.000153,0.000012,0.999988
4.200000,1,1,0.999988,0.000153,0.000012,0.999988
4.233333,1,1,0.999988,0.000153,0.000012,0.999988
4.266667,1,1,0.999957,0.000473,0.000043,0.999957
4.300000,1,1,0.999957,0.000473,0.000043,0.999957
4.333333,1,1,0.999957,0.000473,0.000043,0.999957
4.366667,1,1,0.999957,0.000473,0.000043,0.999957
4.400000,1,1,0.999957,0.000473,0.000043,0.999957
4.433333,1,1,0.999957,0.000473,0.000043,0.999957
4.466667,1,1,0.999957,0.000473,0.000043,0.999957
4.500000,1,1,0.999957,0.000473,0.000043,0.999957
4.533333,1,1,0.997142,0.019596,0.002858,0.997142
4.566667,1,1,0.997142,0.019596,0.002858,0.997142
4.600000,1,1,0.997142,0.019596,0.002858,0.997142
4.633333,1,1,0.997142,0.019596,0.002858,0.997142
4.666667,1,1,0.997142,0.019596,0.002858,0.997142
4.700000,1,1,0.997142,0.019596,0.002858,0.997142
4.733333,1,1,0.997142,0.019596,0.002858,0.997142
4.766667,1,1,0.997142,0.019596,0.002858,0.997142
4.800000,1,1,0.995178,0.030535,0.004822,0.995178
4.833333,1,1,0.995178,0.030535,0.004822,0.995178
4.866667,1,1,0.995178,0.030535,0.004822,0.995178
4.900000,1,1,0.995178,0.030535,0.004822,0.995178
4.933333,1,1,0.995178,0.030535,0.004822,0.995178
4.966667,1,1,0.995178,0.030535,0.004822,0.995178
5.000000,1,1,0.995178,0.030535,0.004822,0.995178
5.033333,1,1,0.995178,0.030535,0.004822,0.995178
5.066667,1,1,0.997823,0.015517,0.002177,0.997823
5.100000,1,1,0.997823,0.015517,0.002177,0.997823
5.133333,1,1,0.997823,0.015517,0.002177,0.997823
5.166667,1,1,0.997823,0.015517,0.002177,0.997823
5.200000,1,1,0.997823,0.015517,0.002177,0.997823
5.233333,1,1,0.997823,0.015517,0.002177,0.997823
5.266667,1,1,0.997823,0.015517,0.002177,0.997823
5.300000,1,1,0.997823,0.015517,0.002177,0.997823
5.333333,1,1,0.999637,0.003242,0.000363,0.999637
5.366667,1,1,0.999637,0.003242,0.000363,0.999637
5.400000,1,1,0.999637,0.003242,0.000363,0.999637
5.433333,1,1,0.999637,0.003242,0.000363,0.999637
5.466667,1,1,0.999637,0.003242,0.000363,0.999637
5.500000,1,1,0.999637,0.003242,0.000363,0.999637
5.533333,1,1,0.999637,0.003242,0.000363,0.999637
5.566667,1,1,0.999637,0.003242,0.000363,0.999637
5.600000,1,1,0.999637,0.003242,0.000363,0.999637
