timestep,gt_policy_id,pred_policy_id,confidence,entropy
0.000000,1,-1,,
0.033333,1,-1,,
0.066667,1,-1,,
0.100000,1,-1,,
0.133333,1,-1,,
0.166667,1,-1,,
0.200000,1,-1,,
0.233333,1,-1,,
0.266667,1,-1,,
0.300000,1,-1,,
0.333333,1,-1,,
0.366667,1,-1,,
0.400000,1,-1,,
0.433333,1,-1,,
0.466667,1,-1,,
0.500000,1,1,0.999999,0.000009
0.533333,1,1,0.996374,0.023997
0.566667,1,1,0.996374,0.023997
0.600000,1,1,0.996374,0.023997
0.633333,1,1,0.996374,0.023997
0.666667,1,1,0.996374,0.023997
0.700000,1,1,0.996374,0.023997
0.733333,1,1,0.996374,0.023997
0.766667,1,1,0.996374,0.023997
0.800000,1,1,0.996374,0.023997
0.833333,1,1,0.996374,0.023997
0.866667,1,1,0.996374,0.023997
0.900000,1,1,0.996374,0.023997
0.933333,1,1,0.996374,0.023997
0.966667,1,1,0.996374,0.023997
1.000000,1,1,0.998218,0.013060
1.033333,0,1,0.998218,0.013060
1.066667,0,1,0.897127,0.331351
1.100000,0,1,0.897127,0.331351
1.133333,0,1,0.897127,0.331351
1.166667,0,1,0.897127,0.331351
1.200000,0,1,0.897127,0.331351
1.233333,0,1,0.897127,0.331351
1.266667,0,1,0.897127,0.331351
1.300000,0,1,0.563597,0.685036
1.333333,0,1,0.563597,0.685036
1.366667,0,1,0.563597,0.685036
1.400000,0,1,0.563597,0.685036
1.433333,0,0,0.727955,0.585282
1.466667,0,0,0.727955,0.585282
1.500000,0,0,0.727955,0.585282
1.533333,0,0,0.727955,0.585282
1.566667,0,0,0.727955,0.585282
1.600000,0,0,0.928699,0.256992
1.633333,0,0,0.928699,0.256992
1.666667,0,0,0.928699,0.256992
1.700000,0,0,0.928699,0.256992
1.733333,0,0,0.928699,0.256992
1.766667,0,0,0.928699,0.256992
1.800000,0,0,0.946865,0.207643
1.833333,0,0,0.992490,0.044219
1.866667,0,0,0.959680,0.168960
1.900000,0,0,0.959680,0.168960
1.933333,0,0,0.991636,0.048338
1.966667,0,0,0.999278,0.005944
2.000000,0,0,0.999278,0.005944
2.033333,0,0,0.999278,0.005944
2.066667,0,0,0.999278,0.005944
2.100000,0,0,0.999278,0.005944
2.133333,0,0,0.999278,0.005944
2.166667,0,0,0.997336,0.018453
2.200000,0,0,0.997336,0.018453
2.233333,0,0,0.997336,0.018453
2.266667,0,0,0.997336,0.018453
2.300000,0,0,0.999999,0.000021
2.333333,0,0,0.999999,0.000021
2.366667,0,0,0.999999,0.000021
2.400000,0,0,0.999995,0.000068
2.433333,0,0,0.999995,0.000068
2.466667,0,0,0.999995,0.000068
2.500000,0,0,0.999995,0.000068
2.533333,0,0,1.000000,0.000000
2.566667,0,0,0.999992,0.000103
2.600000,0,0,1.000000,0.000000
2.633333,0,0,1.000000,0.000000
2.666667,0,0,1.000000,0.000000
2.700000,0,0,1.000000,0.000000
2.733333,0,0,1.000000,0.000000
2.766667,0,0,1.000000,0.000001
2.800000,0,0,1.000000,0.000001
2.833333,0,0,1.000000,0.000000
2.866667,0,0,1.000000,0.000000
2.900000,0,0,1.000000,0.000000
2.933333,0,0,1.000000,0.000000
2.966667,0,0,1.000000,0.000000
3.000000,0,0,1.000000,0.000000
3.033333,0,0,1.000000,0.000000
3.066667,0,0,1.000000,0.000000
3.100000,0,0,1.000000,0.000000
3.133333,0,0,1.000000,0.000000
3.166667,0,0,0.999995,0.000060
3.200000,0,0,0.999995,0.000060
3.233333,0,0,1.000000,0.000001
3.266667,0,0,1.000000,0.000001
3.300000,0,0,1.000000,0.000001
3.333333,0,0,1.000000,0.000008
3.366667,0,0,1.000000,0.000002
3.400000,0,0,1.000000,0.000000
3.433333,0,0,1.000000,0.000000
3.466667,0,0,1.000000,0.000000
3.500000,0,0,1.000000,0.000000
3.533333,0,0,0.999999,0.000010
3.566667,0,0,0.999988,0.000148
3.600000,0,0,0.999840,0.001562
3.633333,0,0,0.999642,0.003199
3.666667,0,0,0.998502,0.011242
3.700000,0,0,0.997153,0.019532
3.733333,0,0,1.000000,0.000000
3.766667,0,0,1.000000,0.000000
3.800000,0,0,1.000000,0.000000
3.833333,0,0,1.000000,0.000000
3.866667,0,0,1.000000,0.000000
3.900000,0,0,1.000000,0.000001
3.933333,0,0,1.000000,0.000000
3.966667,0,0,1.000000,0.000000
4.000000,0,0,1.000000,0.000000
4.033333,0,0,1.000000,0.000000
4.066667,0,0,1.000000,0.000000
4.100000,0,0,1.000000,0.000000
4.133333,0,0,1.000000,0.000000
4.166667,0,0,1.000000,0.000000
4.200000,0,0,1.000000,0.000000
4.233333,0,0,1.000000,0.000000
4.266667,0,0,1.000000,0.000000
4.300000,0,0,1.000000,0.000000
4.333333,0,0,0.999997,0.000037
4.366667,0,0,0.999807,0.001845
4.400000,0,0,0.999841,0.001547
4.433333,0,0,1.000000,0.000002
4.466667,0,0,0.999555,0.003882
4.500000,0,0,0.999995,0.000062
4.533333,0,0,1.000000,0.000002
4.566667,0,0,1.000000,0.000000
4.600000,0,0,1.000000,0.000002
4.633333,0,0,1.000000,0.000000
4.666667,0,0,1.000000,0.000000
4.700000,0,0,1.000000,0.000000
4.733333,0,0,1.000000,0.000000
4.766667,0,0,1.000000,0.000000
4.800000,0,0,1.000000,0.000000
4.833333,0,0,1.000000,0.000000
4.866667,0,0,1.000000,0.000008
4.900000,0,0,0.999840,0.001562
4.933333,0,0,0.999901,0.001009
4.966667,0,0,1.000000,0.000002
5.000000,0,0,1.000000,0.000000
5.033333,0,0,1.000000,0.000000
5.066667,0,0,0.999999,0.000021
5.100000,0,0,1.000000,0.000000
5.133333,0,0,1.000000,0.000000
5.166667,0,0,1.000000,0.000000
5.200000,0,0,1.000000,0.000000
5.233333,0,0,1.000000,0.000000
5.266667,0,0,1.000000,0.000000
5.300000,0,0,1.000000,0.000000
5.333333,0,0,0.999999,0.000021
5.366667,0,0,0.999974,0.000297
5.400000,0,0,1.000000,0.000000
5.433333,0,0,1.000000,0.000000
5.466667,0,0,1.000000,0.000000
5.500000,0,0,1.000000,0.000000
5.533333,0,0,1.000000,0.000000
5.566667,0,0,1.000000,0.000000
5.600000,0,0,1.000000,0.000000
5.633333,0,0,1.000000,0.000000
5.666667,0,0,0.999845,0.001518
5.700000,0,0,1.000000,0.000002
5.733333,0,0,1.000000,0.000002
5.766667,0,0,1.000000,0.000002
5.800000,0,0,0.999968,0.000359
5.833333,0,0,1.000000,0.000001
5.866667,0,0,1.000000,0.000001
5.900000,0,0,1.000000,0.000001
5.933333,0,0,1.000000,0.000002
5.966667,0,0,1.000000,0.000002
6.000000,0,0,1.000000,0.000002
6.033333,0,0,1.000000,0.000000
6.066667,0,0,0.999997,0.000036
6.100000,0,0,0.999999,0.000013
6.133333,0,0,0.999991,0.000116
6.166667,0,0,0.999997,0.000040
6.200000,0,0,0.997754,0.015939
6.233333,0,0,0.999261,0.006068
6.266667,0,0,0.999204,0.006474
6.300000,0,0,1.000000,0.000000
6.333333,0,0,1.000000,0.000000
6.366667,0,0,0.999997,0.000040
6.400000,0,0,0.999976,0.000284
6.433333,0,0,0.999976,0.000284
6.466667,0,0,1.000000,0.000004
6.500000,0,0,1.000000,0.000005
6.533333,0,0,1.000000,0.000005
6.566667,0,0,1.000000,0.000000
6.600000,0,0,1.000000,0.000000
6.633333,0,0,0.999996,0.000051
6.666667,0,0,0.999371,0.005264
6.700000,0,0,0.999533,0.004047
6.733333,0,0,0.999989,0.000140
6.766667,0,0,0.999989,0.000140
6.800000,0,0,0.999999,0.000017
6.833333,0,0,1.000000,0.000000
6.866667,0,0,1.000000,0.000000
6.900000,0,0,1.000000,0.000000
6.933333,0,0,1.000000,0.000000
6.966667,0,0,0.999635,0.003257
7.000000,0,0,0.999996,0.000056
7.033333,0,0,0.999999,0.000010
